size_bytes	price	sup_devices.num	ipadSc_urls.num	lang.num	is_popular	is_small	is_for_free	is_multilingual	len_of_name	len_of_desc	there_is_a_discount	is_short_name	cont_rating_17+	cont_rating_4+	cont_rating_9+	prime_genre_Education	prime_genre_Entertainment	prime_genre_Finance	prime_genre_Food & Drink	prime_genre_Games	prime_genre_Health & Fitness	prime_genre_Lifestyle	prime_genre_Music	prime_genre_News	prime_genre_Photo & Video	prime_genre_Productivity	prime_genre_Reference	prime_genre_Shopping	prime_genre_Social Networking	prime_genre_Sports	prime_genre_Travel	prime_genre_Utilities	prime_genre_Weather	prime_genre_another
16.61493599500263	1.3837912309017721	37	0	4	0	1	0	0	21	1176	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17.928492117419317	0.0	24	3	1	0	1	1	0	18	749	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
18.9721272136896	0.0	38	5	1	1	0	1	0	11	2067	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.375722216179554	0.688134638736401	40	5	14	1	0	0	1	11	2762	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.13979352540325	0.0	37	5	1	0	0	1	0	47	1485	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.245470620866516	0.0	37	5	1	0	0	1	0	10	1054	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18.267803291560273	0.0	40	4	2	0	1	1	0	18	707	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.34612271207542	0.688134638736401	40	5	1	1	1	0	0	11	2506	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.107502448924276	0.0	37	0	1	0	1	1	0	32	717	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.65711870764907	0.0	37	0	3	0	0	1	0	50	2611	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.91686191874358	1.095273387402595	37	0	4	1	0	0	0	18	1410	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
19.978434685694864	0.0	37	5	1	0	1	1	0	26	515	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.942036209278697	1.6074359097634274	40	5	1	1	0	0	0	14	2552	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.375729147300667	1.7900914121273581	37	5	10	0	0	0	1	14	1792	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19.219327187044346	0.688134638736401	43	5	9	1	1	0	1	34	2808	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.13142775416872	0.0	40	2	1	0	0	1	0	29	151	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.752220620883293	2.0781907597781832	37	5	4	0	1	0	0	69	1722	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.503797623053565	0.0	38	5	1	1	0	1	0	25	3474	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.86398408460747	0.0	24	5	8	0	0	1	0	25	1487	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.315119685965048	1.095273387402595	40	2	1	1	0	0	0	20	2414	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.713469761234087	0.0	37	3	10	0	0	1	1	46	2277	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
17.148016772622103	0.0	38	0	1	0	1	1	0	10	558	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.565474598682858	2.39698576841553	37	5	1	0	1	0	0	9	3998	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.773383351747906	1.3837912309017721	38	5	9	0	1	0	1	31	622	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.60868597503893	1.3837912309017721	37	5	11	0	0	0	1	11	3977	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18.86202808200841	0.0	40	5	1	1	1	1	0	12	799	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
